 ﻿ㄅ
ㄛ ㄛ
上 上墳
上 上壘
上 上士
上 上夜
上 上大學
上 上天
上 上天堂
上 上天無路
上 上奏
上 上套兒
上 上好
上 上好的
上 上學
上 上學時
上 上學校
上 上官
上 上官婉兒
上 上客
上 上將
上 上將軍官
上 上尉
上 上尉軍官
上 上屆
上 上屈
上 上層
上 上層建築
上 上層社會
上 上層組織
上 上山
上 上山下海
上 上山下鄉
上 上岸
上 上岸時
上 上工
上 上市
上 上帝
上 上帝教
上 上師
上 上年
上 上年紀
上 上床
上 上床睡覺
上 上座
上 上弔
上 上弦
上 上弦月
上 上得
上 上得起
上 上心
上 上思
上 上情下達
上 上意識
上 上戰
上 上戰場
上 上房
上 上手
上 上排
上 上接
上 上揚
上 上操
上 上文
上 上方
上 上旋
上 上日
上 上旬
上 上昇
上 上明
上 上映
上 上映期間
上 上智
上 上書
上 上書房
上 上有
上 上有天堂
上 上朝
上 上杭
上 上林
上 上架
上 上校
上 上校軍官
上 上桌
上 上梁不正
上 上榜
上 上榜名單
上 上樑
上 上樑不正
上 上樑不正下樑歪
上 上樓
上 上樓來
上 上樓去
上 上樹
上 上機
上 上機時間
上 上檔
上 上櫃
上 上次
上 上款
上 上段
上 上氣不接下氣
上 上水
上 上水船
上 上沃爾特
上 上油
上 上流
上 上流人士
上 上流社會
上 上海
上 上海人
上 上海市
上 上海港
上 上海灘
上 上海話
上 上清
上 上游
上 上游工業
上 上溯
上 上漆
上 上演
上 上漲
上 上漿
上 上潮
上 上火
上 上燈
上 上片
上 上片時間
上 上牌
上 上班
上 上班族
上 上班時間
上 上班服
上 上略
上 上當
上 上疏
上 上癮
上 上發條
上 上百
上 上百人
上 上皮
上 上皮細胞
上 上皮組織
上 上盤
上 上相
上 上真
上 上眼
上 上眼皮
上 上知
上 上石
上 上禮
上 上移
上 上空
上 上空裝
上 上站
上 上章
上 上端
上 上第
上 上等
上 上等兵
上 上等貨
上 上策
上 上算
上 上簇
上 上籃
上 上籃得分
上 上籤
上 上級
上 上網
上 上緊
上 上線
上 上緣
上 上繳
上 上繳利潤
上 上聯
上 上聲
上 上肉
上 上肢
上 上肢骨
上 上肥
上 上脘
上 上膛
上 上臂
上 上臂骨
上 上自
上 上至
上 上臺
上 上舉
上 上舖
上 上船
上 上色
上 上菜
上 上萬
上 上葉
上 上著
上 上蒼
上 上藥
上 上藥膏
上 上蠟
上 上行
上 上行下效
上 上行列車
上 上街
上 上衣
上 上裝
上 上言
上 上計
上 上訪
上 上訴
上 上訴人
上 上課
上 上課時
上 上課時數
上 上課證
上 上諭
上 上議院
上 上變
上 上賓
上 上起
上 上起來
上 上路
上 上身
上 上車
上 上車時
上 上軌道
上 上輩子
上 上轎
上 上農
上 上述
上 上週
上 上進
上 上進心
上 上過
上 上道
上 上達
上 上達天聽
上 上選
上 上邊
上 上邦
上 上部
上 上酒家
上 上釉
上 上金
上 上鉤
上 上銀幕
上 上鋪
上 上錯
上 上錯天堂投錯胎
上 上鎖
上 上鏡頭
上 上門
上 上門來
上 上門去
上 上關
上 上限
上 上陣
上 上集
上 上面
上 上頁
上 上頜
上 上頭
上 上額
上 上顎
上 上顎骨
上 上風
上 上首
上 上香
上 上馬
上 上駟
上 上體
上 上點
上 上黨
下 下
下 下一代
下 下一個
下 下一步
下 下下
下 下下之策
下 下下個月
下 下下星期
下 下不了台
下 下不了臺
下 下不來
下 下不去
下 下不為例
下 下丘腦
下 下中農
下 下乘
下 下了
下 下人
下 下代
下 下令
下 下任
下 下位
下 下作
下 下來
下 下來到
下 下傳
下 下傾
下 下元
下 下光
下 下冊
下 下凡
下 下出
下 下列
下 下到
下 下功夫
下 下區
下 下午
下 下午茶
下 下半
下 下半場
下 下半夜
下 下半年
下 下半旗
下 下半月
下 下半身
下 下去
下 下口
下 下句
下 下句話
下 下召
下 下台
下 下台一鞠躬
下 下同
下 下周
下 下品
下 下唇
下 下問
下 下喙
下 下嚥
下 下回
下 下圖
下 下土
下 下在
下 下地
下 下地無門
下 下坡
下 下坡路
下 下垂
下 下堂
下 下場
下 下場比賽
下 下墜
下 下墜球
下 下壓
下 下士
下 下女
下 下好
下 下嫁
下 下子
下 下學
下 下學時
下 下完
下 下官
下 下定
下 下定決心
下 下定義
下 下屆
下 下層
下 下層社會
下 下層組織
下 下屬
下 下山
下 下崗
下 下工
下 下工夫
下 下巴
下 下巴頰
下 下巴顆
下 下市
下 下帖
下 下帖子
下 下年
下 下年度
下 下床
下 下座
下 下廚
下 下廚房
下 下廠
下 下弦
下 下弦月
下 下得
下 下情
下 下情上達
下 下意識
下 下愚
下 下懷
下 下成
下 下房
下 下手
下 下拜
下 下挫
下 下排
下 下接
下 下擺
下 下放
下 下文
下 下斷語
下 下方
下 下旬
下 下有
下 下有蘇杭
下 下朝
下 下木
下 下柬
下 下條子
下 下棋
下 下榻
下 下樓
下 下樓來
下 下樓去
下 下標
下 下樹
下 下檔
下 下次
下 下款
下 下段
下 下殺
下 下毒
下 下毒手
下 下氣
下 下水
下 下水典禮
下 下水禮
下 下水船
下 下水道
下 下江
下 下沉
下 下河
下 下法
下 下注
下 下洩
下 下流
下 下流人士
下 下流社會
下 下海
下 下港
下 下游
下 下游工業
下 下滑
下 下潮
下 下瀉
下 下為
下 下片
下 下片時
下 下牙
下 下獄
下 下班
下 下班時間
下 下生
下 下田
下 下界
下 下略
下 下疳
下 下痢
下 下發
下 下的
下 下盤
下 下直
下 下相
下 下眼皮
下 下禮
下 下移
下 下種
下 下站
下 下章
下 下端
下 下第
下 下筆
下 下筆成章
下 下等
下 下等貨
下 下策
下 下箸
下 下籤
下 下級
下 下級機關
下 下級組織
下 下結論
下 下網
下 下線
下 下緣
下 下聘
下 下聯
下 下肉
下 下肚
下 下肢
下 下肢骨
下 下脣
下 下腳
下 下腳料
下 下腹
下 下膊
下 下臂
下 下自
下 下至
下 下臺
下 下舖
下 下船
下 下菜
下 下落
下 下落不明
下 下葉
下 下著
下 下著雨
下 下著雪
下 下葬
下 下藥
下 下處
下 下蛋
下 下蠱
下 下行
下 下行列車
下 下表
下 下襬
下 下視丘
下 下詔
下 下課
下 下課後
下 下課時
下 下課時間
下 下議院
下 下賤
下 下走
下 下起
下 下起來
下 下跌
下 下跪
下 下身
下 下車
下 下車時
下 下載
下 下輩
下 下輩子
下 下轎
下 下述
下 下逐客令
下 下週
下 下過
下 下達
下 下邊
下 下部
下 下鄉
下 下酒
下 下野
下 下鍋
下 下門
下 下關
下 下降
下 下限
下 下院
下 下陷
下 下集
下 下雨
下 下雨天
下 下雪
下 下霜
下 下面
下 下頁
下 下頜
下 下頭
下 下頷
下 下額
下 下顎
下 下顎骨
下 下風
下 下飯
下 下餘
下 下首
下 下馬
下 下馬威
下 下駟
下 下體
下 下麵
丌 丌
不 不
不 不一
不 不一定
不 不一會兒
不 不一而足
不 不三不四
不 不上
不 不上不下
不 不上來
不 不上去
不 不上道
不 不下
不 不下來
不 不下去
不 不下於
不 不世之材
不 不世出
不 不中
不 不中不西
不 不中意
不 不中用
不 不丹
不 不久
不 不久就
不 不乏
不 不乏其人
不 不也
不 不也是
不 不了
不 不了了之
不 不了情
不 不予
不 不予置評
不 不二
不 不二價
不 不二法門
不 不亞於
不 不亢不卑
不 不亦
不 不亦樂乎
不 不亮也光
不 不人道
不 不仁
不 不介意
不 不以
不 不以為忤
不 不以為然
不 不以為苦
不 不休
不 不似
不 不但
不 不但是
不 不低
不 不住
不 不佔
不 不作
不 不作第二
不 不作第二人想
不 不作美
不 不作聲
不 不佳
不 不來
不 不來梅
不 不來電
不 不依
不 不便
不 不俗
不 不信
不 不信任
不 不信任投票
不 不信邪
不 不修
不 不修邊幅
不 不倒
不 不倒翁
不 不借
不 不倫不類
不 不值
不 不值一提
不 不值一文
不 不值一看
不 不值一笑
不 不值一顧
不 不值得
不 不假外出
不 不假外求
不 不假思索
不 不偏
不 不偏不倚
不 不做
不 不做聲
不 不停
不 不停地
不 不停的
不 不備
不 不傷
不 不傷和氣
不 不僅
不 不僅僅
不 不僅僅是
不 不僅是
不 不像
不 不像樣
不 不像話
不 不先
不 不先來
不 不先去
不 不光
不 不光在
不 不光是
不 不光會
不 不克
不 不免
不 不免有些
不 不入
不 不入流
不 不入虎穴
不 不全
不 不全是
不 不全會
不 不兩立
不 不公
不 不公不義
不 不共
不 不共天地
不 不共戴天
不 不共戴天之仇
不 不共法
不 不具
不 不再
不 不再出版
不 不再是
不 不再需要
不 不冒
不 不冷
不 不冷不熱
不 不准
不 不凍港
不 不凡
不 不出
不 不出來
不 不出去
不 不出所料
不 不分
不 不分彼此
不 不分晝夜
不 不分男女老幼
不 不分皂白
不 不分軒輊
不 不分輕重緩急
不 不分青紅
不 不分青紅皂白
不 不分首從
不 不切
不 不切實際
不 不切題
不 不列顛
不 不利
不 不利於
不 不到
不 不前
不 不前不後
不 不力
不 不加
不 不加思索
不 不加考慮
不 不動
不 不動地
不 不動尊
不 不動尊金剛明王
不 不動明王
不 不動產
不 不動聲色
不 不務正業
不 不勝
不 不勝其擾
不 不勝其煩
不 不勝唏噓
不 不勝感激
不 不勝枚舉
不 不勝負荷
不 不勝酒力
不 不勞而獲
不 不升
不 不升反降
不 不卑不亢
不 不即不離
不 不厭
不 不厭其煩
不 不厭其詳
不 不去
不 不及
不 不及格
不 不及物動詞
不 不受
不 不受歡迎
不 不另
不 不只
不 不只是
不 不可
不 不可一世
不 不可不
不 不可以
不 不可以道
不 不可以道里計
不 不可偏廢
不 不可勝數
不 不可及
不 不可同日
不 不可同日而語
不 不可名狀
不 不可告人
不 不可多得
不 不可思議
不 不可想像
不 不可或缺
不 不可戰勝
不 不可抗力
不 不可捉摸
不 不可收拾
不 不可救藥
不 不可數
不 不可旁貸
不 不可測知
不 不可理喻
不 不可知論
不 不可磨滅
不 不可終日
不 不可能
不 不可言喻
不 不可諱言
不 不可逾越
不 不可避免
不 不可開交
不 不可限量
不 不吃
不 不吃白不吃
不 不合
不 不合作
不 不合時宜
不 不合標準
不 不合規定
不 不吊
不 不同
不 不同以往
不 不同凡響
不 不同印本
不 不同於
不 不同點
不 不名數
不 不名譽
不 不吐
不 不吐不快
不 不向
不 不吝
不 不吝指正
不 不含
不 不含稅
不 不含糊
不 不吭一聲
不 不吭聲
不 不吵
不 不吵不鬧
不 不告而別
不 不周
不 不和
不 不問
不 不問前因後果
不 不問是非曲直
不 不問青紅皂白
不 不啻
不 不善
不 不善於
不 不喜歡
不 不單
不 不單是
不 不器
不 不圖
不 不在
不 不在乎
不 不在了
不 不在場
不 不在家
不 不在少數
不 不在意
不 不在此限
不 不在話下
不 不均
不 不堪
不 不堪一擊
不 不堪入目
不 不堪入耳
不 不堪回首
不 不堪設想
不 不塗
不 不墜
不 不壞
不 不壹
不 不外
不 不外乎
不 不外借
不 不外是
不 不多
不 不多久
不 不多於
不 不多會兒
不 不多見
不 不夜城
不 不夠
不 不夠看
不 不大
不 不大不小
不 不大好
不 不大想
不 不太
不 不太好
不 不太想
不 不太會
不 不太能
不 不失
不 不失時機
不 不失為
不 不失眾望
不 不失良機
不 不夷不惠
不 不奈
不 不奈煩
不 不奏
不 不好
不 不好受
不 不好惹
不 不好意思
不 不好過
不 不如
不 不如歸去
不 不妙
不 不妥
不 不妨
不 不孕
不 不孕症
不 不存在
不 不孚眾望
不 不孝
不 不孝子
不 不孝有三
不 不學
不 不學無術
不 不守
不 不守信用
不 不安
不 不安於位
不 不安於室
不 不安本份
不 不完
不 不定
不 不定冠詞
不 不定形
不 不定期
不 不定根
不 不定詞
不 不定量
不 不宜
不 不客氣
不 不宣而戰
不 不害
不 不容
不 不容分說
不 不容置喙
不 不容置疑
不 不容置辯
不 不寒而慄
不 不察
不 不實
不 不寧
不 不封
不 不將
不 不尋常
不 不對
不 不對勁
不 不對味
不 不對頭
不 不小
不 不小於
不 不少
不 不少於
不 不就
不 不就是
不 不屈
不 不屈不撓
不 不屑
不 不屑一顧
不 不屑於
不 不屬於
不 不巧
不 不巧的是
不 不差
不 不已
不 不帶
不 不常
不 不干涉
不 不干涉主義
不 不平
不 不平之鳴
不 不平則鳴
不 不平等條約
不 不平而鳴
不 不平衡
不 不幸
不 不幸中之
不 不幸中之大幸
不 不幸中的大幸
不 不弱
不 不強不弱
不 不彰
不 不往
不 不待
不 不待說
不 不得
不 不得不
不 不得了
不 不得人心
不 不得其法
不 不得其解
不 不得好死
不 不得已
不 不得而知
不 不得要領
不 不從
不 不復
不 不循常軌
不 不必
不 不必要
不 不忍
不 不忍卒睹
不 不忍心
不 不忘
不 不忘本
不 不忙
不 不快
不 不快不慢
不 不忮不求
不 不念
不 不念舊情
不 不念舊惡
不 不怎麼
不 不怕
不 不怕死
不 不怕沒柴燒
不 不怕苦
不 不怕難
不 不急
不 不急不徐
不 不急之務
不 不恥
不 不恥下問
不 不息
不 不悅
不 不惑
不 不惑之年
不 不惜
不 不惜一切
不 不惜一戰
不 不惜工本
不 不惜成本
不 不惜犧牲
不 不惟
不 不想
不 不愁
不 不愁吃
不 不愁穿
不 不意
不 不感
不 不感興趣
不 不愧
不 不愧不怍
不 不愧是
不 不愧為
不 不慌
不 不慌不忙
不 不慍不火
不 不慎
不 不慢
不 不慣
不 不懂
不 不懂事
不 不懈
不 不應
不 不應該
不 不懷
不 不懷好意
不 不懼
不 不成
不 不成功
不 不成問題
不 不成器
不 不成敬意
不 不成文法
不 不成文規定
不 不成材
不 不成氣候
不 不成體統
不 不戰
不 不戰而敗
不 不戰而退
不 不才
不 不打
不 不打不相識
不 不打緊
不 不打自招
不 不托
不 不把
不 不折
不 不折不扣
不 不抽
不 不拔
不 不拖
不 不拘
不 不拘一格
不 不拘小節
不 不拘形式
不 不拘禮節
不 不拿
不 不拿白不拿
不 不按牌理
不 不按牌理出牌
不 不挑
不 不振
不 不掉
不 不掛
不 不揍
不 不提
不 不提也罷
不 不換
不 不擅
不 不擇
不 不擇手段
不 不擋
不 不擋人財路
不 不支
不 不支倒地
不 不改
不 不改其
不 不攻自破
不 不放
不 不放過
不 不敏
不 不敗
不 不敗之地
不 不教而誅
不 不敢
不 不敢當
不 不散
不 不敬
不 不敵
不 不敷
不 不文
不 不料
不 不新
不 不新不舊
不 不斷
不 不斷地
不 不斷的
不 不斷革命
不 不斷革命論
不 不旋腫
不 不日
不 不早
不 不早了
不 不明
不 不明不白
不 不明事理
不 不明究理
不 不明飛行物
不 不易
不 不是
不 不是之處
不 不時
不 不時之需
不 不晚
不 不景氣
不 不智
不 不智之舉
不 不暇
不 不暇顧及
不 不曉得
不 不更事
不 不曾
不 不曾在
不 不曾有
不 不曾有過
不 不替
不 不會
不 不會不
不 不會是
不 不會有
不 不服
不 不服氣
不 不服老
不 不服輸
不 不期
不 不期然
不 不期而遇
不 不朽
不 不朽名作
不 不材
不 不枉
不 不果
不 不查
不 不根
不 不樂
不 不樂於
不 不欲
不 不欺暗室
不 不歡而散
不 不止
不 不止是
不 不正
不 不正之風
不 不正常
不 不正當
不 不死
不 不死心
不 不比
不 不毛
不 不毛之地
不 不氣
不 不求
不 不求上進
不 不求利
不 不求名
不 不求名利
不 不求有功
不 不求甚解
不 不求聞達
不 不治
不 不治之症
不 不治而死
不 不法
不 不法之徒
不 不法行為
不 不消
不 不消說
不 不淑
不 不淨觀
不 不淺
不 不清
不 不清不楚
不 不清不白
不 不減當年
不 不渝
不 不測
不 不準
不 不溯既往
不 不滅
不 不滅定律
